,PROC_CODE,SHORT DESCRIPTION,MDCAID_PFS_AMT,MDCARE_PFS_AMT,PP_PFS_AMT,EST_PFS_AMT_BS,PFS_AMT_BY_Fairfield,PFS_AMT_BY_Hartford,PFS_AMT_BY_Litchfield,PFS_AMT_BY_Middlesex,PFS_AMT_BY_New_Haven,PFS_AMT_BY_New_London,PFS_AMT_BY_Tolland,PFS_AMT_BY_Windham
188,19112,Excise breast duct fistula    ,510.0,519.02,519.02,516.86,516.73,516.03,516.8,517.12,515.89,516.36,517.5,515.97
189,19120,Removal of breast lesion      ,510.0,554.61,554.61,543.92,543.3,539.84,543.65,545.22,539.13,541.48,547.1,539.53
190,19125,Excision breast lesion        ,510.0,613.96,613.96,589.05,587.6,579.54,588.42,592.08,577.89,583.35,596.46,578.83
191,19126,Excision addl breast lesion   ,510.0,180.95,180.95,259.78,264.39,289.9,261.78,250.22,295.13,277.83,236.33,292.15
192,19296,Place po breast cath for rad  ,1339.0,4522.35,4522.35,3759.68,3715.09,3468.3,3740.32,3852.25,3417.73,3585.1,3986.57,3446.57
193,19297,Place breast cath for rad     ,1339.0,106.11,106.11,401.49,418.76,514.34,408.98,365.64,533.92,469.1,313.61,522.75
194,19298,Place breast rad tube/caths   ,1339.0,1125.08,1125.08,1176.33,1179.33,1195.91,1177.63,1170.11,1199.31,1188.06,1161.08,1197.37
195,19300,Removal of breast tissue      ,630.0,591.21,591.21,600.5,601.05,604.05,600.74,599.38,604.67,602.63,597.74,604.32
196,19301,Partial mastectomy            ,510.0,730.36,730.36,677.57,674.48,657.4,676.23,683.97,653.9,665.48,693.27,655.89
197,19302,P-mastectomy w/ln removal     ,995.0,1007.17,1007.17,1004.25,1004.08,1003.14,1004.18,1004.61,1002.95,1003.59,1005.12,1003.06
198,19303,Mast simple complete          ,630.0,1075.05,1075.05,968.42,962.19,927.69,965.72,981.37,920.62,944.02,1000.15,924.65
199,19304,Mast subq                     ,630.0,647.8,647.8,643.54,643.29,641.91,643.43,644.05,641.62,642.56,644.8,641.78
200,19316,Suspension of breast          ,630.0,859.41,859.41,804.45,801.23,783.45,803.05,811.12,779.81,791.87,820.8,781.88
201,19318,Reduction of large breast     ,630.0,1228.78,1228.78,1085.32,1076.94,1030.52,1081.68,1102.74,1021.0,1052.49,1128.0,1026.43
202,19324,Enlarge breast                ,630.0,593.32,593.32,602.11,602.62,605.47,602.33,601.04,606.05,604.12,599.49,605.72
203,19325,Enlarge breast with implant   ,1339.0,717.24,717.24,866.2,874.91,923.11,869.98,848.12,932.99,900.3,821.89,927.36
204,19328,Removal of breast implant     ,333.0,554.64,554.64,501.54,498.43,481.25,500.19,507.98,477.73,489.38,517.34,479.74
205,19330,Removal of implant material   ,333.0,709.12,709.12,619.01,613.74,584.58,616.72,629.95,578.61,598.38,645.82,582.01
206,19340,Immediate breast prosthesis   ,446.0,1119.73,1119.73,958.32,948.88,896.65,954.22,977.91,885.95,921.37,1006.34,892.05
207,19342,Delayed breast prosthesis     ,510.0,1030.72,1030.72,905.97,898.67,858.3,902.8,921.11,850.03,877.41,943.08,854.75
208,19350,Breast reconstruction         ,630.0,921.68,921.68,851.8,847.71,825.1,850.03,860.28,820.47,835.8,872.59,823.11
209,19355,Correct inverted nipple(s)    ,630.0,842.23,842.23,791.38,788.41,771.96,790.09,797.56,768.59,779.74,806.51,770.51
210,19357,Breast reconstruction         ,717.0,1687.67,1687.67,1455.12,1441.52,1366.27,1449.21,1483.34,1350.85,1401.88,1524.3,1359.64
211,19366,Breast reconstruction         ,717.0,1576.68,1576.68,1370.72,1358.68,1292.03,1365.49,1395.72,1278.37,1323.57,1431.99,1286.16
212,19370,Surgery of breast capsule     ,630.0,767.52,767.52,734.57,732.65,721.99,733.74,738.57,719.8,727.03,744.37,721.05
213,19371,Removal of breast capsule     ,630.0,876.09,876.09,817.13,813.68,794.61,815.64,824.29,790.7,803.64,834.67,792.93
214,19380,Revise breast reconstruction  ,717.0,864.91,864.91,829.47,827.4,815.94,828.57,833.77,813.59,821.36,840.02,814.93
215,20005,I&d abscess subfascial        ,446.0,351.14,351.14,373.87,375.2,382.55,374.44,371.11,384.06,379.07,367.11,383.2
216,20200,Muscle biopsy                 ,446.0,232.86,232.86,283.92,286.91,303.43,285.22,277.73,306.82,295.61,268.73,304.89
217,20205,Deep muscle biopsy            ,510.0,326.66,326.66,370.58,373.15,387.37,371.7,365.25,390.28,380.64,357.52,388.62
218,20206,Needle biopsy muscle          ,240.0,265.48,265.48,259.38,259.02,257.04,259.22,260.12,256.64,257.98,261.19,256.87
219,20220,Bone biopsy trocar/needle     ,251.52,187.36,187.36,202.73,203.63,208.6,203.12,200.87,209.62,206.25,198.16,209.04
220,20225,Bone biopsy trocar/needle     ,418.49,586.07,586.07,545.92,543.57,530.58,544.9,550.79,527.92,536.73,557.87,529.44
221,20240,Bone biopsy open superficial  ,446.0,168.64,168.64,235.09,238.98,260.48,236.78,227.03,264.88,250.3,215.32,262.37
222,20245,Bone biopsy open deep         ,510.0,392.56,392.56,420.7,422.34,431.45,421.41,417.28,433.31,427.14,412.33,432.25
223,20250,Open bone biopsy              ,510.0,438.46,438.46,455.6,456.6,462.15,456.03,453.52,463.28,459.52,450.5,462.64
224,20251,Open bone biopsy              ,510.0,480.53,480.53,487.59,488.0,490.29,487.77,486.73,490.76,489.21,485.49,490.49
225,20525,Removal of foreign body       ,510.0,539.63,539.63,532.53,532.12,529.82,532.35,533.39,529.35,530.91,534.64,529.62
226,20650,Insert and remove bone pin    ,510.0,236.37,236.37,301.93,305.76,326.97,303.59,293.97,331.32,316.93,282.42,328.84
227,20670,Removal of support implant    ,333.0,428.27,428.27,405.45,404.11,396.72,404.87,408.22,395.21,400.22,412.24,396.07
228,20680,Removal of support implant    ,510.0,693.33,693.33,649.41,646.84,632.63,648.29,654.74,629.71,639.35,662.47,631.38
229,20690,Apply bone fixation device    ,446.0,666.48,666.48,613.66,610.57,593.48,612.32,620.07,589.97,601.57,629.37,591.97
230,20692,Apply bone fixation device    ,510.0,1249.28,1249.28,1072.16,1061.81,1004.5,1067.67,1093.66,992.75,1031.62,1124.85,999.45
231,20693,Adjust bone fixation device   ,510.0,495.59,495.59,499.04,499.24,500.36,499.13,498.62,500.59,499.83,498.02,500.46
232,20694,Remove bone fixation device   ,333.0,477.98,477.98,443.25,441.21,429.98,442.36,447.46,427.67,435.29,453.58,428.99
233,20900,Removal of bone for graft     ,510.0,468.88,468.88,478.73,479.31,482.5,478.98,477.54,483.15,480.99,475.8,482.78
234,20902,Removal of bone for graft     ,630.0,319.33,319.33,393.76,398.11,422.2,395.65,384.73,427.13,410.8,371.62,424.32
235,20910,Remove cartilage for graft    ,510.0,525.73,525.73,521.96,521.74,520.52,521.87,522.42,520.27,521.1,523.08,520.41
236,20912,Remove cartilage for graft    ,510.0,524.8,524.8,521.25,521.05,519.9,521.16,521.68,519.66,520.44,522.31,519.8
237,20920,Removal of fascia for graft   ,630.0,440.32,440.32,485.76,488.42,503.13,486.92,480.25,506.14,496.17,472.24,504.42
238,20922,Removal of fascia for graft   ,510.0,662.15,662.15,625.7,623.57,611.77,624.77,630.12,609.35,617.35,636.54,610.73
239,20924,Removal of tendon for graft   ,630.0,568.06,568.06,582.9,583.77,588.57,583.28,581.1,589.55,586.3,578.48,588.99
240,20926,Removal of tissue for graft   ,630.0,471.61,471.61,509.56,511.78,524.05,510.52,504.95,526.57,518.24,498.27,525.14
241,20975,Electrical bone stimulation   ,37.51,201.84,201.84,162.47,160.17,147.43,161.47,167.25,144.82,153.46,174.18,146.31
242,21010,Incision of jaw joint         ,446.0,852.05,852.05,754.77,749.08,717.6,752.3,766.58,711.15,732.5,783.71,714.83
243,21015,Resect face/scalp tum < 2 cm  ,510.0,791.25,791.25,723.87,719.93,698.12,722.16,732.05,693.66,708.44,743.91,696.2
244,21025,Excision of bone lower jaw    ,446.0,993.69,993.69,862.47,854.8,812.34,859.14,878.4,803.64,832.44,901.51,808.6
245,21026,Excision of facial bone(s)    ,446.0,691.12,691.12,632.39,628.96,609.96,630.9,639.52,606.06,618.95,649.86,608.28
246,21029,Contour of face bone lesion   ,446.0,863.05,863.05,763.13,757.29,724.96,760.6,775.26,718.33,740.26,792.86,722.11
247,21034,Excise max/zygoma mal tumor   ,510.0,1451.08,1451.08,1225.62,1212.43,1139.48,1219.89,1252.98,1124.53,1174.01,1292.69,1133.05
248,21040,Excise mandible lesion        ,446.0,587.01,587.01,553.23,551.25,540.32,552.37,557.33,538.08,545.49,563.28,539.36
249,21044,Removal of jaw bone lesion    ,446.0,967.24,967.24,842.36,835.06,794.65,839.19,857.52,786.37,813.78,879.51,791.09
250,21046,Remove mandible cyst complex  ,446.0,1249.46,1249.46,1056.97,1045.71,983.42,1052.08,1080.33,970.66,1012.9,1114.23,977.94
251,21047,Excise lwr jaw cyst w/repair  ,446.0,1458.66,1458.66,1216.05,1201.86,1123.36,1209.89,1245.49,1107.27,1160.51,1288.22,1116.44
252,21050,Removal of jaw joint          ,510.0,1010.09,1010.09,890.28,883.27,844.5,887.24,904.82,836.56,862.85,925.92,841.09
253,21060,Remove jaw joint cartilage    ,446.0,917.2,917.2,804.31,797.71,761.18,801.44,818.01,753.69,778.47,837.89,757.96
254,21070,Remove coronoid process       ,510.0,719.15,719.15,669.04,666.11,649.9,667.77,675.12,646.58,657.57,683.95,648.47
255,21100,Maxillofacial fixation        ,446.0,815.62,815.62,727.07,721.89,693.23,724.82,737.81,687.36,706.8,753.41,690.71
256,21120,Reconstruction of chin        ,995.0,775.59,775.59,828.16,831.23,848.24,829.49,821.78,851.72,840.19,812.52,849.74
257,21121,Reconstruction of chin        ,995.0,862.7,862.7,894.4,896.25,906.51,895.2,890.55,908.61,901.65,884.97,907.41
258,21122,Reconstruction of chin        ,995.0,893.81,893.81,918.05,919.47,927.32,918.67,915.11,928.92,923.6,910.84,928.01
259,21123,Reconstruction of chin        ,995.0,1031.47,1031.47,1022.73,1022.22,1019.39,1022.51,1023.79,1018.81,1020.73,1025.33,1019.15
260,21125,Augmentation lower jaw bone   ,995.0,3353.45,3353.45,2788.41,2755.38,2572.54,2774.07,2856.99,2535.07,2659.07,2956.51,2556.44
261,21127,Augmentation lower jaw bone   ,1339.0,4293.07,4293.07,3585.33,3543.95,3314.94,3567.37,3671.23,3268.01,3423.33,3795.88,3294.77
262,21181,Contour cranial bone lesion   ,995.0,828.35,828.35,868.28,870.61,883.53,869.29,863.43,886.18,877.42,856.4,884.67
263,21206,Reconstruct upper jaw bone    ,717.0,1344.3,1344.3,1194.01,1185.22,1136.59,1190.2,1212.25,1126.63,1159.61,1238.72,1132.31
264,21208,Augmentation of facial bones  ,995.0,1998.91,1998.91,1758.39,1744.33,1666.5,1752.29,1787.58,1650.55,1703.34,1829.95,1659.65
265,21209,Reduction of facial bones     ,717.0,997.18,997.18,930.05,926.13,904.41,928.35,938.2,899.96,914.69,950.02,902.5
266,21210,Face bone graft               ,995.0,2525.65,2525.65,2158.94,2137.5,2018.83,2149.63,2203.44,1994.52,2074.99,2268.03,2008.38
267,21215,Lower jaw bone graft          ,995.0,4422.69,4422.69,3601.48,3553.47,3287.74,3580.64,3701.15,3233.29,3413.5,3845.79,3264.34
268,21230,Rib cartilage graft           ,995.0,824.24,824.24,865.15,867.54,880.78,866.19,860.19,883.49,874.52,852.98,881.95
269,21235,Ear cartilage graft           ,995.0,807.0,807.0,852.04,854.67,869.25,853.18,846.57,872.24,862.35,838.64,870.53
270,21240,Reconstruction of jaw joint   ,630.0,1251.77,1251.77,1102.81,1094.1,1045.89,1099.03,1120.89,1036.02,1068.71,1147.12,1041.65
271,21242,Reconstruction of jaw joint   ,717.0,1162.21,1162.21,1055.55,1049.31,1014.8,1052.84,1068.49,1007.72,1031.13,1087.28,1011.76
272,21243,Reconstruction of jaw joint   ,717.0,1913.31,1913.31,1626.7,1609.94,1517.2,1619.42,1661.48,1498.19,1561.09,1711.96,1509.03
273,21244,Reconstruction of lower jaw   ,995.0,1180.9,1180.9,1136.36,1133.76,1119.35,1135.23,1141.77,1116.39,1126.17,1149.61,1118.08
274,21245,Reconstruction of jaw         ,995.0,1352.34,1352.34,1266.73,1261.72,1234.02,1264.56,1277.12,1228.34,1247.13,1292.2,1231.58
275,21246,Reconstruction of jaw         ,995.0,985.3,985.3,987.62,987.76,988.51,987.68,987.34,988.67,988.16,986.93,988.58
276,21248,Reconstruction of jaw         ,995.0,1235.32,1235.32,1177.74,1174.38,1155.75,1176.28,1184.73,1151.93,1164.56,1194.87,1154.11
277,21249,Reconstruction of jaw         ,995.0,1741.09,1741.09,1562.34,1551.89,1494.05,1557.8,1584.04,1482.2,1521.42,1615.52,1488.96
278,21267,Revise eye sockets            ,995.0,1852.43,1852.43,1647.01,1635.0,1568.52,1641.79,1671.94,1554.9,1599.98,1708.12,1562.67
279,21270,Augmentation cheek bone       ,717.0,1143.76,1143.76,1041.52,1035.54,1002.45,1038.92,1053.93,995.67,1018.11,1071.93,999.54
280,21275,Revision orbitofacial bones   ,995.0,936.83,936.83,950.77,951.58,956.09,951.12,949.07,957.01,953.96,946.62,956.49
281,21280,Revision of eyelid            ,717.0,633.81,633.81,653.74,654.91,661.36,654.25,651.32,662.68,658.3,647.81,661.92
282,21282,Revision of eyelid            ,717.0,426.18,426.18,495.85,499.93,522.47,497.62,487.4,527.09,511.8,475.13,524.46
283,21295,Revision of jaw muscle/bone   ,333.0,207.73,207.73,237.74,239.5,249.21,238.5,234.1,251.2,244.61,228.81,250.06
284,21296,Revision of jaw muscle/bone   ,333.0,460.21,460.21,429.73,427.95,418.09,428.96,433.43,416.07,422.76,438.8,417.22
285,21310,Closed tx nose fx w/o manj    ,150.72,153.43,153.43,152.78,152.74,152.53,152.76,152.86,152.49,152.63,152.97,152.51
286,21315,Closed tx nose fx w/o stablj  ,150.72,306.79,306.79,269.4,267.21,255.11,268.45,273.94,252.63,260.84,280.52,254.05
287,21320,Closed tx nose fx w/ stablj   ,446.0,283.46,283.46,322.4,324.68,337.28,323.39,317.68,339.86,331.32,310.82,338.39
288,21325,Open tx nose fx uncomplicatd  ,630.0,525.27,525.27,550.36,551.83,559.95,551.0,547.32,561.61,556.1,542.9,560.66
289,21330,Open tx nose fx w/skele fixj  ,717.0,631.72,631.72,652.15,653.35,659.96,652.67,649.67,661.31,656.83,646.07,660.54
290,21335,Open tx nose & septal fx      ,995.0,799.09,799.09,846.03,848.77,863.96,847.22,840.33,867.07,856.77,832.06,865.3
291,21336,Open tx septal fx w/wo stabj  ,630.0,715.95,715.95,695.36,694.15,687.49,694.84,697.86,686.13,690.64,701.48,686.9
292,21337,Closed tx septal&nose fx      ,446.0,450.73,450.73,449.6,449.53,449.16,449.57,449.73,449.09,449.34,449.93,449.13
293,21338,Open nasoethmoid fx w/o fixj  ,630.0,733.93,733.93,709.03,707.57,699.52,708.4,712.05,697.87,703.33,716.44,698.81
294,21339,Open nasoethmoid fx w/ fixj   ,717.0,831.86,831.86,804.34,802.73,793.83,803.64,807.68,792.0,798.04,812.53,793.04
295,21340,Perq tx nasoethmoid fx        ,630.0,816.27,816.27,771.64,769.03,754.59,770.51,777.06,751.63,761.43,784.92,753.32
296,21345,Closed tx nose/jaw fx         ,995.0,855.76,855.76,889.12,891.07,901.86,889.97,885.07,904.08,896.76,879.2,902.81
297,21355,Perq tx malar fracture        ,510.0,470.3,470.3,479.81,480.37,483.45,480.05,478.66,484.08,481.99,476.98,483.72
298,21356,Opn tx dprsd zygomatic arch   ,510.0,560.54,560.54,548.43,547.72,543.81,548.12,549.9,543.0,545.66,552.03,543.46
299,21400,Closed tx orbit w/o manipulj  ,446.0,216.9,216.9,271.79,275.0,292.76,273.18,265.13,296.4,284.35,255.46,294.32
300,21401,Closed tx orbit w/manipulj    ,510.0,585.6,585.6,567.49,566.43,560.57,567.03,569.69,559.37,563.34,572.88,560.05
301,21421,Treat mouth roof fracture     ,630.0,832.15,832.15,783.72,780.89,765.22,782.49,789.6,762.0,772.63,798.13,763.84
302,21445,Treat dental ridge fracture   ,630.0,874.05,874.05,815.58,812.16,793.24,814.1,822.68,789.36,802.2,832.97,791.58
303,21450,Treat lower jaw fracture      ,150.72,638.4,638.4,521.56,514.73,476.92,518.6,535.74,469.18,494.82,556.32,473.59
304,21451,Treat lower jaw fracture      ,464.15,846.26,846.26,754.71,749.36,719.74,752.39,765.82,713.67,733.76,781.95,717.13
305,21452,Treat lower jaw fracture      ,446.0,726.77,726.77,659.5,655.57,633.8,657.8,667.67,629.34,644.11,679.51,631.89
306,21453,Treat lower jaw fracture      ,510.0,1029.83,1029.83,905.29,898.01,857.71,902.13,920.4,849.45,876.78,942.34,854.16
307,21454,Treat lower jaw fracture      ,717.0,632.09,632.09,652.43,653.62,660.2,652.95,649.96,661.55,657.09,646.38,660.78
308,21461,Treat lower jaw fracture      ,630.0,2423.05,2423.05,1993.47,1968.35,1829.35,1982.57,2045.61,1800.86,1895.14,2121.27,1817.11
309,21462,Treat lower jaw fracture      ,717.0,2581.65,2581.65,2134.92,2108.8,1964.24,2123.58,2189.14,1934.62,2032.66,2267.82,1951.51
310,21465,Treat lower jaw fracture      ,630.0,1040.09,1040.09,941.84,936.1,904.3,939.35,953.76,897.79,919.35,971.07,901.5
311,21480,Reset dislocated jaw          ,150.72,111.35,111.35,120.78,121.33,124.39,121.02,119.64,125.01,122.94,117.98,124.65
312,21485,Reset dislocated jaw          ,446.0,879.19,879.19,775.41,769.34,735.76,772.77,788.0,728.87,751.65,806.28,732.8
313,21490,Repair dislocated jaw         ,510.0,1026.48,1026.48,902.74,895.51,855.47,899.6,917.76,847.26,874.42,939.55,851.94
314,21497,Interdental wiring            ,446.0,758.62,758.62,683.72,679.34,655.11,681.82,692.81,650.14,666.58,706.0,652.97
315,21501,Drain neck/chest lesion       ,446.0,508.99,508.99,493.9,493.02,488.13,493.52,495.73,487.13,490.44,498.39,487.7
316,21502,Drain chest lesion            ,446.0,564.89,564.89,536.41,534.74,525.52,535.68,539.86,523.64,529.89,544.88,524.71
317,21555,Exc neck les sc < 3 cm        ,446.0,466.72,466.72,461.76,461.47,459.86,461.63,462.36,459.53,460.62,463.23,459.72
318,21556,Exc neck tum deep < 5 cm      ,446.0,588.05,588.05,554.02,552.03,541.02,553.15,558.15,538.76,546.23,564.14,540.05
319,21600,Partial removal of rib        ,446.0,620.7,620.7,578.85,576.4,562.85,577.78,583.93,560.08,569.26,591.3,561.66
320,21610,Partial removal of rib        ,446.0,1384.6,1384.6,1159.73,1146.58,1073.82,1154.02,1187.02,1058.91,1108.26,1226.63,1067.41
321,21700,Revision of neck muscle       ,446.0,402.77,402.77,413.13,413.73,417.08,413.39,411.87,417.77,415.5,410.05,417.38
322,21720,Revision of neck muscle       ,510.0,600.53,600.53,578.84,577.57,570.55,578.29,581.47,569.12,573.88,585.29,569.94
323,21725,Revision of neck muscle       ,88.46,607.7,607.7,483.3,476.03,435.77,480.14,498.4,427.52,454.82,520.31,432.23
324,21820,Treat sternum fracture        ,103.62,159.71,159.71,146.27,145.49,141.14,145.93,147.9,140.25,143.2,150.27,140.75
325,21925,Biopsy soft tissue of back    ,446.0,505.03,505.03,490.89,490.06,485.48,490.53,492.6,484.55,487.65,495.09,485.08
326,21930,Exc back les sc < 3 cm        ,446.0,532.7,532.7,511.93,510.71,503.99,511.4,514.45,502.62,507.17,518.11,503.4
327,21935,Resect back tum < 5 cm        ,510.0,1151.29,1151.29,997.65,988.67,938.95,993.75,1016.3,928.76,962.48,1043.36,934.57
328,22310,Closed tx vert fx w/o manj    ,103.62,346.91,346.91,288.62,285.21,266.35,287.14,295.7,262.49,275.28,305.96,264.69
329,22315,Closed tx vert fx w/manj      ,103.62,997.65,997.65,783.46,770.93,701.63,778.02,809.45,687.42,734.43,847.18,695.52
330,22505,Manipulation of spine         ,446.0,148.3,148.3,219.62,223.79,246.87,221.43,210.97,251.6,235.95,198.4,248.9
331,22510,Perq cervicothoracic inject   ,1339.0,1900.12,1900.12,1765.69,1757.83,1714.33,1762.27,1782.0,1705.41,1734.91,1805.68,1710.5
332,22511,Perq lumbosacral injection    ,1339.0,1877.21,1877.21,1748.27,1740.73,1699.0,1744.99,1763.92,1690.45,1718.75,1786.63,1695.33
333,22513,Perq vertebral augmentation   ,333.0,8128.77,8128.77,6261.05,6151.86,5547.49,6213.65,6487.74,5423.65,5833.53,6816.69,5494.27
334,22514,Perq vertebral augmentation   ,333.0,8091.89,8091.89,6233.01,6124.33,5522.83,6185.83,6458.62,5399.57,5807.5,6786.02,5469.86
335,22900,Exc abdl tum deep < 5 cm      ,630.0,633.98,633.98,633.03,632.97,632.66,633.0,633.14,632.6,632.81,633.31,632.64
336,23000,Removal of calcium deposits   ,446.0,655.73,655.73,605.48,602.55,586.29,604.21,611.58,582.95,593.98,620.43,584.85
337,23020,Release shoulder joint        ,446.0,772.88,772.88,694.57,689.99,664.65,692.58,704.07,659.45,676.64,717.86,662.41
338,23030,Drain shoulder lesion         ,333.0,504.69,504.69,463.56,461.15,447.84,462.51,468.55,445.11,454.14,475.79,446.67
339,23031,Drain shoulder bursa          ,510.0,472.37,472.37,481.39,481.91,484.83,481.61,480.29,485.43,483.45,478.7,485.09
340,23035,Drain shoulder bone lesion    ,510.0,761.88,761.88,701.53,698.01,678.48,700.0,708.86,674.48,687.72,719.49,676.76
341,23040,Exploratory shoulder surgery  ,510.0,803.69,803.69,733.33,729.21,706.45,731.54,741.87,701.78,717.22,754.26,704.44
342,23066,Biopsy shoulder tissues       ,446.0,631.35,631.35,586.94,584.35,569.98,585.82,592.33,567.03,576.78,600.15,568.71
343,23075,Exc shoulder les sc < 3 cm    ,446.0,532.07,532.07,511.45,510.24,503.57,510.93,513.95,502.2,506.73,517.58,502.98
344,23076,Exc shoulder tum deep < 5 cm  ,446.0,606.45,606.45,568.01,565.76,553.32,567.03,572.67,550.77,559.21,579.45,552.23
345,23077,Resect shoulder tumor < 5 cm  ,510.0,1278.5,1278.5,1094.38,1083.62,1024.04,1089.71,1116.73,1011.83,1052.24,1149.16,1018.79
346,23100,Biopsy of shoulder joint      ,446.0,563.53,563.53,535.37,533.73,524.61,534.66,538.79,522.75,528.93,543.75,523.81
347,23101,Shoulder joint surgery        ,995.0,512.9,512.9,628.4,635.15,672.53,631.33,614.38,680.19,654.84,594.04,675.82
348,23105,Remove shoulder joint lining  ,630.0,716.15,716.15,695.51,694.3,687.62,694.99,698.02,686.26,690.79,701.65,687.04
349,23106,Incision of collarbone joint  ,630.0,558.46,558.46,575.6,576.6,582.15,576.03,573.52,583.28,579.52,570.5,582.64
350,23107,Explore treat shoulder joint  ,630.0,741.6,741.6,714.86,713.3,704.65,714.18,718.11,702.87,708.74,722.82,703.89
351,23120,Partial removal collar bone   ,717.0,655.79,655.79,670.45,671.31,676.06,670.83,668.67,677.03,673.81,666.09,676.48
352,23125,Removal of collar bone        ,717.0,796.35,796.35,777.34,776.23,770.08,776.86,779.65,768.82,772.99,782.99,769.53
353,23130,Remove shoulder bone part     ,717.0,684.78,684.78,692.5,692.95,695.45,692.7,691.56,695.96,694.27,690.2,695.67
354,23140,Removal of bone lesion        ,630.0,599.48,599.48,606.79,607.22,609.59,606.98,605.9,610.07,608.47,604.62,609.79
355,23145,Removal of bone lesion        ,717.0,780.02,780.02,764.92,764.04,759.15,764.54,766.75,758.15,761.47,769.41,758.72
356,23146,Removal of bone lesion        ,717.0,697.79,697.79,702.39,702.66,704.15,702.51,701.83,704.46,703.45,701.02,704.28
357,23150,Removal of humerus lesion     ,630.0,744.33,744.33,716.94,715.34,706.47,716.24,720.26,704.66,710.67,725.09,705.69
358,23155,Removal of humerus lesion     ,717.0,890.52,890.52,848.95,846.52,833.07,847.89,853.99,830.31,839.43,861.32,831.88
359,23156,Removal of humerus lesion     ,717.0,760.64,760.64,750.18,749.57,746.19,749.92,751.45,745.5,747.79,753.3,745.89
360,23170,Remove collar bone lesion     ,446.0,630.11,630.11,586.0,583.42,569.15,584.88,591.35,566.22,575.9,599.12,567.89
